StateAb,DivisionID,DivisionNm,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,type,value
ACT,318,Bean,36239,CONWAY,Sean,1,N,N,UAPP,United Australia Party,OrdinaryVotes,2479.0
ACT,318,Bean,37455,AMBARD,Benjamin,2,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,2304.0
ACT,318,Bean,36231,SMITH,David,3,Y,Y,ALP,Australian Labor Party,OrdinaryVotes,35883.0
ACT,318,Bean,32130,CHRISTIE,Jamie,4,N,N,IND,Independent,OrdinaryVotes,6953.0
ACT,318,Bean,36243,SAVERY,Kathryn Jane,5,N,N,GRN,The Greens,OrdinaryVotes,12474.0
ACT,318,Bean,37198,HIATT,Jane,6,N,N,LP,Liberal,OrdinaryVotes,25241.0
ACT,318,Bean,999,Informal,Informal,999,N,N,,Informal,OrdinaryVotes,2573.0
ACT,101,Canberra,36238,SMITH,Catherine,1,N,N,UAPP,United Australia Party,OrdinaryVotes,1349.0
ACT,101,Canberra,37456,MILES,James,2,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,1227.0
ACT,101,Canberra,32830,BOHM,Tim,3,N,N,IND,Independent,OrdinaryVotes,3841.0
ACT,101,Canberra,37211,MINSON,Slade,4,N,N,LP,Liberal,OrdinaryVotes,16264.0
ACT,101,Canberra,36241,HOLLO,Tim,5,N,N,GRN,The Greens,OrdinaryVotes,19240.0
ACT,101,Canberra,36228,PAYNE,Alicia,6,Y,Y,ALP,Australian Labor Party,OrdinaryVotes,34574.0
ACT,101,Canberra,999,Informal,Informal,999,N,N,,Informal,OrdinaryVotes,1340.0
ACT,102,Fenner,36234,LEIGH,Andrew,1,Y,Y,ALP,Australian Labor Party,OrdinaryVotes,38493.0
ACT,102,Fenner,37203,KUSTER,Nathan,2,N,N,LP,Liberal,OrdinaryVotes,21806.0
ACT,102,Fenner,36237,ELTON,Timothy Peter,3,N,N,UAPP,United Australia Party,OrdinaryVotes,1987.0
ACT,102,Fenner,37458,GRANT,Lucia,4,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,1984.0
ACT,102,Fenner,36242,SOJIC,Natasa,5,N,N,GRN,The Greens,OrdinaryVotes,13206.0
ACT,102,Fenner,37599,JAKEMAN,Guy,6,N,N,LDP,Liberal Democrats,OrdinaryVotes,1434.0
ACT,102,Fenner,999,Informal,Informal,999,N,N,,Informal,OrdinaryVotes,2222.0
NSW,103,Banks,37018,COLEMAN,David,1,Y,Y,LP,Liberal,OrdinaryVotes,34082.0
NSW,103,Banks,36651,COCKER,Elouise Ivy,2,N,N,LDP,Liberal Democrats,OrdinaryVotes,974.0
NSW,103,Banks,36265,MOMIRCEVSKI,Marika,3,N,N,UAPP,United Australia Party,OrdinaryVotes,4325.0
NSW,103,Banks,36330,HANNA,Natalie,4,N,N,GRN,The Greens,OrdinaryVotes,6361.0
NSW,103,Banks,37388,KHOUW,Steve,5,N,N,NAFD,,OrdinaryVotes,804.0
NSW,103,Banks,37773,HEFFERNAN,Malcolm Phillip,6,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,2028.0
NSW,103,Banks,36774,SOON,Zhi,7,N,N,ALP,Labor,OrdinaryVotes,26704.0
NSW,103,Banks,999,Informal,Informal,999,N,N,,Informal,OrdinaryVotes,5692.0
NSW,104,Barton,36820,BURNEY,Linda,1,Y,Y,ALP,Labor,OrdinaryVotes,38562.0
NSW,104,Barton,36276,HONOS,Dimitri,2,N,N,UAPP,United Australia Party,OrdinaryVotes,4733.0
NSW,104,Barton,36332,VANDIJK,Taylor,3,N,N,GRN,The Greens,OrdinaryVotes,9072.0
NSW,104,Barton,37017,GOODY,John,4,N,N,LP,Liberal,OrdinaryVotes,19588.0
NSW,104,Barton,37503,POLLARD,Phillip,5,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,3673.0
NSW,104,Barton,999,Informal,Informal,999,N,N,,Informal,OrdinaryVotes,6582.0
NSW,105,Bennelong,36344,AUGUST,John,1,N,N,SOPA,"FUSION: Science, Pirate, Secular, Climate Emergency",OrdinaryVotes,1583.0
NSW,105,Bennelong,36300,ADAMS,Tony,2,N,N,GRN,The Greens,OrdinaryVotes,8880.0
NSW,105,Bennelong,36650,CAMERON,Dougal,3,N,N,LDP,Liberal Democrats,OrdinaryVotes,1134.0
NSW,105,Bennelong,37019,KENNEDY,Simon,4,N,N,LP,Liberal,OrdinaryVotes,32419.0
NSW,105,Bennelong,36280,COLLYER,Rhys Ian,5,N,N,UAPP,United Australia Party,OrdinaryVotes,2403.0
NSW,105,Bennelong,37519,WATERSON,Victor,6,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,1267.0
NSW,105,Bennelong,36827,LAXALE,Jerome,7,Y,N,ALP,Labor,OrdinaryVotes,30306.0
NSW,105,Bennelong,37428,DHONGDUE,Kyinzom,8,N,N,DPDA,Democratic Alliance,OrdinaryVotes,967.0
NSW,105,Bennelong,999,Informal,Informal,999,N,N,,Informal,OrdinaryVotes,5050.0
NSW,106,Berowra,36851,SAMIOS,Nicholas,1,N,N,LDP,Liberal Democrats,OrdinaryVotes,1766.0
NSW,106,Berowra,36291,SALITRA,Tania,2,N,N,GRN,The Greens,OrdinaryVotes,12135.0
NSW,106,Berowra,37792,BOSMA,Rhiannon,3,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,2360.0
NSW,106,Berowra,37028,LEESER,Julian,4,Y,Y,LP,Liberal,OrdinaryVotes,36605.0
NSW,106,Berowra,36295,CLARKE,Brendan Michael,5,N,N,SOPA,"FUSION: Science, Pirate, Secular, Climate Emergency",OrdinaryVotes,1082.0
NSW,106,Berowra,36830,KOSCHINSKI,Benson,6,N,N,ALP,Labor,OrdinaryVotes,16944.0
NSW,106,Berowra,37789,LOUIE,David James,7,N,N,CYA,Australian Federation Party,OrdinaryVotes,439.0
NSW,106,Berowra,27974,WOODWARD,Roger,8,N,N,IND,Independent,OrdinaryVotes,674.0
NSW,106,Berowra,36339,MARTINIC,Christopher,9,N,N,UAPP,United Australia Party,OrdinaryVotes,1875.0
NSW,106,Berowra,37815,CASWELL,Benjamin,10,N,N,IND,Independent,OrdinaryVotes,1475.0
NSW,106,Berowra,999,Informal,Informal,999,N,N,,Informal,OrdinaryVotes,5064.0
NSW,107,Blaxland,37547,STEPANOFF,Adam,1,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,3419.0
NSW,107,Blaxland,37038,GUNEY,Oz,2,N,N,LP,Liberal,OrdinaryVotes,17746.0
NSW,107,Blaxland,36349,EISLER,Linda,3,N,N,GRN,The Greens,OrdinaryVotes,3996.0
NSW,107,Blaxland,36823,CLARE,Jason,4,Y,Y,ALP,Labor,OrdinaryVotes,37249.0
NSW,107,Blaxland,36254,SINOSIC,Elvis,5,N,N,UAPP,United Australia Party,OrdinaryVotes,4183.0
NSW,107,Blaxland,999,Informal,Informal,999,N,N,,Informal,OrdinaryVotes,8710.0
NSW,108,Bradfield,36047,BOELE,Nicolette,1,N,N,IND,Independent,OrdinaryVotes,17197.0
NSW,108,Bradfield,36826,BRIGDEN,David Gordon,2,N,N,ALP,Labor,OrdinaryVotes,13468.0
NSW,108,Bradfield,36362,COUSINS,Martin,3,N,N,GRN,The Greens,OrdinaryVotes,7017.0
NSW,108,Bradfield,36101,KITSON,Janine,4,N,N,IND,Independent,OrdinaryVotes,2319.0
NSW,108,Bradfield,36294,FLETCHER,Rob,5,N,N,UAPP,United Australia Party,OrdinaryVotes,2071.0
NSW,108,Bradfield,37016,FLETCHER,Paul,6,Y,Y,LP,Liberal,OrdinaryVotes,34029.0
NSW,108,Bradfield,37563,LOWE,Michael,7,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,1201.0
NSW,108,Bradfield,999,Informal,Informal,999,N,N,,Informal,OrdinaryVotes,2966.0
NSW,109,Calare,35951,HOOK,Kate,1,N,N,IND,Independent,OrdinaryVotes,19902.0
NSW,109,Calare,37543,WHITTAKER,Stacey,2,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,7915.0
NSW,109,Calare,36320,NANKERVIS,Kay,3,N,N,GRN,The Greens,OrdinaryVotes,3979.0
NSW,109,Calare,36799,ELLIOTT,Sarah,4,N,N,ALP,Labor,OrdinaryVotes,14183.0
NSW,109,Calare,36348,GEE,Andrew,5,Y,Y,NP,The Nationals,OrdinaryVotes,45809.0
NSW,109,Calare,36263,JANNIS,Adam John,6,N,N,UAPP,United Australia Party,OrdinaryVotes,3539.0
NSW,109,Calare,999,Informal,Informal,999,N,N,,Informal,OrdinaryVotes,4101.0
NSW,111,Chifley,37555,BATISH,Amit,1,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,4803.0
NSW,111,Chifley,37041,RASKOV,Zvetanka,2,N,N,UAPP,United Australia Party,OrdinaryVotes,4338.0
NSW,111,Chifley,24190,KHAN,Ammar,3,N,N,IND,Independent,OrdinaryVotes,1464.0
NSW,111,Chifley,36667,ROUGHLEY,Ben,4,N,N,LDP,Liberal Democrats,OrdinaryVotes,2475.0
NSW,111,Chifley,36329,SELVENTHIRAN,Sujan,5,N,N,GRN,The Greens,OrdinaryVotes,4544.0
NSW,111,Chifley,37045,SINGH,Jugandeep,6,N,N,LP,Liberal,OrdinaryVotes,19492.0
NSW,111,Chifley,36788,HUSIC,Ed,7,Y,Y,ALP,Labor,OrdinaryVotes,43105.0
NSW,111,Chifley,999,Informal,Informal,999,N,N,,Informal,OrdinaryVotes,8466.0
NSW,112,Cook,37731,CAMERON,Gaye,1,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,4101.0
NSW,112,Cook,36301,DYSON,Catherine,2,N,N,GRN,The Greens,OrdinaryVotes,7903.0
NSW,112,Cook,37025,MORRISON,Scott,3,Y,Y,LP,Liberal,OrdinaryVotes,46094.0
NSW,112,Cook,36694,GUINANE,Jacqueline,4,N,N,UAPP,United Australia Party,OrdinaryVotes,3713.0
NSW,112,Cook,36784,EARLE,Simon,5,N,N,ALP,Labor,OrdinaryVotes,20399.0
NSW,112,Cook,999,Informal,Informal,999,N,N,,Informal,OrdinaryVotes,3866.0
NSW,113,Cowper,37556,ASPIOTIS,Faye,1,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,7768.0
NSW,113,Cowper,36909,McMULLEN,Keith,2,N,N,ALP,Labor,OrdinaryVotes,13057.0
NSW,113,Cowper,36342,CONAGHAN,Pat,3,Y,Y,NP,The Nationals,OrdinaryVotes,38596.0
NSW,113,Cowper,36245,HEISE,Caz,4,N,N,IND,Independent,OrdinaryVotes,25938.0
NSW,113,Cowper,36662,CHASELING,Simon,5,N,N,LDP,Liberal Democrats,OrdinaryVotes,3403.0
NSW,113,Cowper,36259,FAIRHALL,Joshua Stephen,6,N,N,UAPP,United Australia Party,OrdinaryVotes,2221.0
NSW,113,Cowper,36322,NOTT,Timothy,7,N,N,GRN,The Greens,OrdinaryVotes,5213.0
NSW,113,Cowper,999,Informal,Informal,999,N,N,,Informal,OrdinaryVotes,5188.0
NSW,114,Cunningham,37020,UREN,Marcus,1,N,N,LP,Liberal,OrdinaryVotes,21413.0
NSW,114,Cunningham,36370,BRITTON,Ben,2,N,N,UAPP,United Australia Party,OrdinaryVotes,4344.0
NSW,114,Cunningham,36778,BYRNES,Alison,3,Y,N,ALP,Labor,OrdinaryVotes,35289.0
NSW,114,Cunningham,36644,GARNAUT-MILLER,Alexis,4,N,N,CEC,Citizens Party,OrdinaryVotes,933.0
NSW,114,Cunningham,36356,GREEN,Dylan,5,N,N,GRN,The Greens,OrdinaryVotes,19125.0
NSW,114,Cunningham,36669,GLOVER,Michael,6,N,N,LDP,Liberal Democrats,OrdinaryVotes,1911.0
NSW,114,Cunningham,37517,GROGAN,Thomas,7,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,4346.0
NSW,114,Cunningham,999,Informal,Informal,999,N,N,,Informal,OrdinaryVotes,4912.0
NSW,115,Dobell,36312,BARNES,Geoff,1,N,N,SOPA,"FUSION: Science, Pirate, Secular, Climate Emergency",OrdinaryVotes,1757.0
NSW,115,Dobell,36261,MACKIN,Dean James,2,N,N,UAPP,United Australia Party,OrdinaryVotes,3199.0
NSW,115,Dobell,37015,FENELEY,Michael,3,N,N,LP,Liberal,OrdinaryVotes,28251.0
NSW,115,Dobell,36336,CONNOR,Cath,4,N,N,GRN,The Greens,OrdinaryVotes,7179.0
NSW,115,Dobell,37550,STEVENSON,Martin,5,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,6373.0
NSW,115,Dobell,36663,METHERELL,Eliot,6,N,N,LDP,Liberal Democrats,OrdinaryVotes,1207.0
NSW,115,Dobell,36779,McBRIDE,Emma,7,Y,Y,ALP,Labor,OrdinaryVotes,36686.0
NSW,115,Dobell,999,Informal,Informal,999,N,N,,Informal,OrdinaryVotes,4301.0
NSW,117,Eden-Monaro,37389,HOLGATE,James,1,N,N,SPP,Sustainable Australia Party - Stop Overdevelopment / Corruption,OrdinaryVotes,1789.0
NSW,117,Eden-Monaro,36666,HOLMES,Maxwell,2,N,N,LDP,Liberal Democrats,OrdinaryVotes,2163.0
NSW,117,Eden-Monaro,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,OrdinaryVotes,36294.0
NSW,117,Eden-Monaro,37360,BUTLER,Greg,4,N,N,AUD,Australian Democrats,OrdinaryVotes,525.0
NSW,117,Eden-Monaro,36744,GARNON,Darren Scott,5,N,N,UAPP,United Australia Party,OrdinaryVotes,2177.0
NSW,117,Eden-Monaro,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,OrdinaryVotes,27415.0
NSW,117,Eden-Monaro,36297,HARRIS,Vivian,7,N,N,GRN,The Greens,OrdinaryVotes,7578.0
NSW,117,Eden-Monaro,36403,McLENNAN,Toni,8,N,N,IMO,Informed Medical Options Party,OrdinaryVotes,765.0
NSW,117,Eden-Monaro,37724,THALER,Andrew,9,N,N,IND,Independent,OrdinaryVotes,1634.0
NSW,117,Eden-Monaro,37549,SHANNON,Boyd,10,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,3559.0
NSW,117,Eden-Monaro,999,Informal,Informal,999,N,N,,Informal,OrdinaryVotes,6329.0
NSW,118,Farrer,36331,DAVERN,Eli,1,N,N,GRN,The Greens,OrdinaryVotes,7659.0
NSW,118,Farrer,37032,LEY,Sussan,2,Y,Y,LP,Liberal,OrdinaryVotes,43852.0
NSW,118,Farrer,37644,DUNCAN-STRELEC,Amanda,3,N,N,IND,Independent,OrdinaryVotes,2570.0
NSW,118,Farrer,37318,BRITTON,Paul,4,N,N,ASP,"Shooters, Fishers and Farmers Party",OrdinaryVotes,4392.0
NSW,118,Farrer,36668,ROWORTH,Ian Christopher,5,N,N,LDP,Liberal Democrats,OrdinaryVotes,1302.0
NSW,118,Farrer,37561,FRANCIS,Richard,6,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,5290.0
NSW,118,Farrer,36274,RAMOS,Julie,7,N,N,UAPP,United Australia Party,OrdinaryVotes,2792.0
NSW,118,Farrer,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,OrdinaryVotes,16052.0
NSW,118,Farrer,999,Informal,Informal,999,N,N,,Informal,OrdinaryVotes,7524.0
NSW,119,Fowler,36907,KENEALLY,Kristina,1,N,N,ALP,Labor,OrdinaryVotes,25725.0
NSW,119,Fowler,36305,PANICH,Lela Lepa,2,N,N,UAPP,United Australia Party,OrdinaryVotes,4724.0
NSW,119,Fowler,36676,RUNGE,Peter Ronald,3,N,N,LDP,Liberal Democrats,OrdinaryVotes,1680.0
NSW,119,Fowler,36240,LE,Dai,4,Y,N,IND,Independent,OrdinaryVotes,22462.0
NSW,119,Fowler,37026,NGUYEN,Courtney,5,N,N,LP,Liberal,OrdinaryVotes,11580.0
NSW,119,Fowler,37566,MARGOS,Tony,6,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,2308.0
NSW,119,Fowler,36679,HOWARD,Avery,7,N,N,GRN,The Greens,OrdinaryVotes,3277.0
NSW,119,Fowler,999,Informal,Informal,999,N,N,,Informal,OrdinaryVotes,9123.0
NSW,120,Gilmore,37023,CONSTANCE,Andrew,1,N,N,LP,Liberal,OrdinaryVotes,38490.0
NSW,120,Gilmore,37405,DIGIGLIO,Nina,2,N,N,IND,Independent,OrdinaryVotes,4009.0
NSW,120,Gilmore,36682,McCALLUM,Carmel,3,N,N,GRN,The Greens,OrdinaryVotes,9351.0
NSW,120,Gilmore,36270,MALONEY,Jordan Lindsay,4,N,N,UAPP,United Australia Party,OrdinaryVotes,2563.0
NSW,120,Gilmore,37515,EID,Jerremy,5,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,3580.0
NSW,120,Gilmore,36671,FADINI,Adrian,6,N,N,LDP,Liberal Democrats,OrdinaryVotes,720.0
NSW,120,Gilmore,36776,PHILLIPS,Fiona,7,Y,Y,ALP,Labor,OrdinaryVotes,33557.0
NSW,120,Gilmore,999,Informal,Informal,999,N,N,,Informal,OrdinaryVotes,4466.0
NSW,121,Grayndler,36278,SMITH,David Bruce,1,N,N,UAPP,United Australia Party,OrdinaryVotes,1721.0
NSW,121,Grayndler,36782,ALBANESE,Anthony,2,Y,Y,ALP,Labor,OrdinaryVotes,42072.0
NSW,121,Grayndler,37029,ZHANG,Ben,3,N,N,LP,Liberal,OrdinaryVotes,12034.0
NSW,121,Grayndler,36327,HAGGERTY,James,4,N,N,SOPA,"FUSION: Science, Pirate, Secular, Climate Emergency",OrdinaryVotes,965.0
NSW,121,Grayndler,37650,KILHAM,Sarina,5,N,N,IND,Independent,OrdinaryVotes,1499.0
NSW,121,Grayndler,37534,HENSELIN,Paul,6,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,1137.0
NSW,121,Grayndler,36749,DELLO-IACOVO,Michael Armando,7,N,N,AJP,Animal Justice Party,OrdinaryVotes,895.0
NSW,121,Grayndler,36317,JACOBS,Rachael,8,N,N,GRN,The Greens,OrdinaryVotes,16958.0
NSW,121,Grayndler,999,Informal,Informal,999,N,N,,Informal,OrdinaryVotes,3749.0
NSW,122,Greenway,36264,REX,Mark Andrew,1,N,N,UAPP,United Australia Party,OrdinaryVotes,3483.0
NSW,122,Greenway,36787,ROWLAND,Michelle,2,Y,Y,ALP,Labor,OrdinaryVotes,40546.0
NSW,122,Greenway,36674,KACHWALLA,Adam,3,N,N,LDP,Liberal Democrats,OrdinaryVotes,2349.0
NSW,122,Greenway,37805,BOSI,Riccardo Umberto Guerrino,4,N,N,IND,Independent,OrdinaryVotes,2873.0
NSW,122,Greenway,37810,NANDA,Love Preet Singh,5,N,N,IND,Independent,OrdinaryVotes,1438.0
NSW,122,Greenway,37806,TURNER,Rick,6,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,1956.0
NSW,122,Greenway,37042,PATHI,Pradeep,7,N,N,LP,Liberal,OrdinaryVotes,24605.0
NSW,122,Greenway,36328,ATKINS,Damien,8,N,N,GRN,The Greens,OrdinaryVotes,5634.0
NSW,122,Greenway,999,Informal,Informal,999,N,N,,Informal,OrdinaryVotes,7717.0
NSW,124,Hughes,37190,WARE,Jenny,1,Y,N,LP,Liberal,OrdinaryVotes,34983.0
NSW,124,Hughes,36359,THOMPSON,Pete,2,N,N,GRN,The Greens,OrdinaryVotes,4875.0
NSW,124,Hughes,36104,STEELE,Georgia,3,N,N,IND,Independent,OrdinaryVotes,12187.0
NSW,124,Hughes,36249,KELLY,Craig,4,N,Y,UAPP,United Australia Party,OrdinaryVotes,6099.0
NSW,124,Hughes,37821,SEYMOUR,Narelle,5,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,2012.0
NSW,124,Hughes,37398,SEYMOUR,Linda,6,N,N,IND,Independent,OrdinaryVotes,2682.0
NSW,124,Hughes,36790,CAMPBELL,Riley,7,N,N,ALP,Labor,OrdinaryVotes,18199.0
NSW,124,Hughes,999,Informal,Informal,999,N,N,,Informal,OrdinaryVotes,3805.0
NSW,125,Hume,36785,BAINES,Greg,1,N,N,ALP,Labor,OrdinaryVotes,17370.0
NSW,125,Hume,36341,DOLLIN,Garry Trevor,2,N,N,UAPP,United Australia Party,OrdinaryVotes,4054.0
NSW,125,Hume,37521,THOMPSON,Rebecca,3,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,6372.0
NSW,125,Hume,37730,MENERIPITIYAGE DONA,Sheneli,4,N,N,IND,Independent,OrdinaryVotes,933.0
NSW,125,Hume,37320,SELLER,Ross Edward,5,N,N,ASP,"Shooters, Fishers and Farmers Party",OrdinaryVotes,2456.0
NSW,125,Hume,36323,STEWART,Karen,6,N,N,GRN,The Greens,OrdinaryVotes,4088.0
NSW,125,Hume,37034,TAYLOR,Angus,7,Y,Y,LP,Liberal,OrdinaryVotes,37517.0
NSW,125,Hume,36772,DE LIMA,Joaquim Eduardo,8,N,N,LDP,Liberal Democrats,OrdinaryVotes,621.0
NSW,125,Hume,37807,ACKERY,Penny,9,N,N,IND,Independent,OrdinaryVotes,14024.0
NSW,125,Hume,999,Informal,Informal,999,N,N,,Informal,OrdinaryVotes,7004.0
NSW,126,Hunter,36307,MURRAY,Janet,1,N,N,GRN,The Greens,OrdinaryVotes,7788.0
NSW,126,Hunter,36792,REPACHOLI,Dan,2,Y,N,ALP,Labor,OrdinaryVotes,35820.0
NSW,126,Hunter,36401,DAVIES,Victoria,3,N,N,AJP,Animal Justice Party,OrdinaryVotes,1934.0
NSW,126,Hunter,32415,BONDS,Stuart,4,N,N,IND,Independent,OrdinaryVotes,5330.0
NSW,126,Hunter,37574,TOWNSEND,Cathy,5,N,N,IMO,Informed Medical Options Party,OrdinaryVotes,1163.0
NSW,126,Hunter,36273,PASSFIELD,Geoff,6,N,N,UAPP,United Australia Party,OrdinaryVotes,3640.0
NSW,126,Hunter,36296,THOMSON,James,7,N,N,NP,The Nationals,OrdinaryVotes,25594.0
NSW,126,Hunter,37525,McNAMARA,Dale,8,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,8975.0
NSW,126,Hunter,37365,LARUFFA,Scott Fulvio,9,N,N,IND,Independent,OrdinaryVotes,1542.0
NSW,126,Hunter,999,Informal,Informal,999,N,N,,Informal,OrdinaryVotes,7893.0
NSW,127,Kingsford Smith,36337,DAVIS,Stuart,1,N,N,GRN,The Greens,OrdinaryVotes,13091.0
NSW,127,Kingsford Smith,37824,MARR,Darrin,2,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,2487.0
NSW,127,Kingsford Smith,36338,TAWAF,Anthony,3,N,N,UAPP,United Australia Party,OrdinaryVotes,2790.0
NSW,127,Kingsford Smith,37039,TAN,Grace,4,N,N,LP,Liberal,OrdinaryVotes,22650.0
NSW,127,Kingsford Smith,36781,THISTLETHWAITE,Matt,5,Y,Y,ALP,Labor,OrdinaryVotes,38895.0
NSW,127,Kingsford Smith,999,Informal,Informal,999,N,N,,Informal,OrdinaryVotes,3845.0
NSW,128,Lindsay,36783,ROSS,Trevor,1,N,N,ALP,Labor,OrdinaryVotes,28235.0
NSW,128,Lindsay,36345,MORSSINK,Pieter,2,N,N,GRN,The Greens,OrdinaryVotes,7097.0
NSW,128,Lindsay,37526,JAGO,Max,3,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,5090.0
NSW,128,Lindsay,36354,O'CONNOR,Joseph,4,N,N,UAPP,United Australia Party,OrdinaryVotes,3539.0
NSW,128,Lindsay,37160,McINTOSH,Melissa,5,Y,Y,LP,Liberal,OrdinaryVotes,41577.0
NSW,128,Lindsay,36853,McCLURE,Gareth,6,N,N,LDP,Liberal Democrats,OrdinaryVotes,1355.0
NSW,128,Lindsay,37150,RAY,Rebekah,7,N,N,IMO,Informed Medical Options Party,OrdinaryVotes,1757.0
NSW,128,Lindsay,999,Informal,Informal,999,N,N,,Informal,OrdinaryVotes,6870.0
NSW,130,Lyne,36368,PEARCE,Joanne,1,N,N,IND,Independent,OrdinaryVotes,3118.0
NSW,130,Lyne,36289,PUTLAND,Joel,2,N,N,UAPP,United Australia Party,OrdinaryVotes,3824.0
NSW,130,Lyne,36310,GILLESPIE,David,3,Y,Y,NP,The Nationals,OrdinaryVotes,40587.0
NSW,130,Lyne,36775,SIMPSON,Alex,4,N,N,ALP,Labor,OrdinaryVotes,19788.0
NSW,130,Lyne,37616,ATTKINS,Steve,5,N,N,IND,Independent,OrdinaryVotes,4958.0
NSW,130,Lyne,36856,HORNSHAW,Mark,6,N,N,LDP,Liberal Democrats,OrdinaryVotes,5505.0
NSW,130,Lyne,37514,CASHMAN,Josephine,7,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,7278.0
NSW,130,Lyne,36287,ATTENBOROUGH,Karl,8,N,N,GRN,The Greens,OrdinaryVotes,6950.0
NSW,130,Lyne,999,Informal,Informal,999,N,N,,Informal,OrdinaryVotes,6796.0
NSW,131,Macarthur,36346,RIVERA,Jayden,1,N,N,GRN,The Greens,OrdinaryVotes,6910.0
NSW,131,Macarthur,37169,PAUDEL,Binod,2,N,N,LP,Liberal,OrdinaryVotes,28194.0
NSW,131,Macarthur,36906,FREELANDER,Mike,3,Y,Y,ALP,Labor,OrdinaryVotes,43175.0
NSW,131,Macarthur,36288,SICARI,Rosa Antonia,4,N,N,UAPP,United Australia Party,OrdinaryVotes,5393.0
NSW,131,Macarthur,36657,KORMAN,Scott,5,N,N,LDP,Liberal Democrats,OrdinaryVotes,1731.0
NSW,131,Macarthur,37579,ZAHRA,Adam,6,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,7284.0
NSW,131,Macarthur,999,Informal,Informal,999,N,N,,Informal,OrdinaryVotes,7568.0
NSW,132,Mackellar,36268,STEELE,Barry,1,N,N,TNL,TNL,OrdinaryVotes,444.0
NSW,132,Mackellar,37552,DICKSON,Darren,2,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,2081.0
NSW,132,Mackellar,37450,SCAMPS,Sophie,3,Y,N,IND,Independent,OrdinaryVotes,31819.0
NSW,132,Mackellar,36821,GOODMAN,Paula,4,N,N,ALP,Labor,OrdinaryVotes,6258.0
NSW,132,Mackellar,37164,FALINSKI,Jason,5,N,Y,LP,Liberal,OrdinaryVotes,33063.0
NSW,132,Mackellar,36281,BALL,Christopher Thomas,6,N,N,UAPP,United Australia Party,OrdinaryVotes,2419.0
NSW,132,Mackellar,36360,HRNJAK,Ethan,7,N,N,GRN,The Greens,OrdinaryVotes,4654.0
NSW,132,Mackellar,999,Informal,Informal,999,N,N,,Informal,OrdinaryVotes,3276.0
NSW,133,Macquarie,37544,PETTITT,Tony,1,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,4012.0
NSW,133,Macquarie,36819,TEMPLEMAN,Susan,2,Y,Y,ALP,Labor,OrdinaryVotes,34664.0
NSW,133,Macquarie,36258,EVANS,Nicole,3,N,N,UAPP,United Australia Party,OrdinaryVotes,2267.0
NSW,133,Macquarie,36642,JACKSON,James,4,N,N,LDP,Liberal Democrats,OrdinaryVotes,1006.0
NSW,133,Macquarie,36397,KEIGHTLEY,Greg,5,N,N,AJP,Animal Justice Party,OrdinaryVotes,1627.0
NSW,133,Macquarie,36333,HICKEY,Tony,6,N,N,GRN,The Greens,OrdinaryVotes,7522.0
NSW,133,Macquarie,36840,PALMER,Michelle,7,N,N,IMO,Informed Medical Options Party,OrdinaryVotes,1079.0
NSW,133,Macquarie,37170,RICHARDS,Sarah,8,N,N,LP,Liberal,OrdinaryVotes,27660.0
NSW,133,Macquarie,999,Informal,Informal,999,N,N,,Informal,OrdinaryVotes,4391.0
NSW,315,McMahon,36815,BOWEN,Chris,1,Y,Y,ALP,Labor,OrdinaryVotes,33135.0
